City_ID,City,Country,Latitude,Longtude,Max Temp,Humidity,Percent Cloudiness,Wind Speed,Weather description
470,Sredniy Ikorets,RU,51.0675,39.7584,13.35,95,99,9.53,overcast clouds
471,Waw,SS,7.7029,27.9953,76.84,24,95,3.96,overcast clouds
472,Doha,QA,25.2867,51.5333,69.78,85,20,2.3,haze
473,Christchurch,NZ,-43.5333,172.6333,67.41,57,12,14.97,few clouds
474,Grindavik,IS,63.8424,-22.4338,37.87,70,75,25.32,broken clouds
475,Calabozo,VE,8.9242,-67.4293,79.3,58,92,8.55,overcast clouds
476,Chipinge,ZW,-20.1883,32.6236,60.48,86,2,2.51,clear sky
477,Saint-Pierre,RE,-21.3393,55.4781,78.91,88,100,9.22,light rain
478,Comodoro Rivadavia,AR,-45.8667,-67.5,64.26,36,0,12.66,clear sky
479,Cabedelo,BR,-6.9811,-34.8339,77.67,79,93,8.9,overcast clouds
480,Eyl,SO,7.9803,49.8164,76.69,72,68,12.84,broken clouds
481,Kissidougou,GN,9.1848,-10.0999,71.74,86,87,3.31,overcast clouds
482,Shiraz,IR,29.6036,52.5388,53.04,54,75,4.61,broken clouds
483,Labuhan,ID,-6.8844,112.2051,85.42,72,97,2.82,overcast clouds
484,Klaksvik,FO,62.2266,-6.589,45.52,94,52,14.09,broken clouds
485,Baiyin,CN,36.5583,104.2081,55.63,24,0,13.11,clear sky
486,Tocopilla,CL,-22.092,-70.1979,69.08,77,17,2.24,few clouds
487,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,78.62,83,93,5.28,overcast clouds
488,Yeppoon,AU,-23.1333,150.7333,83.98,61,100,19.28,overcast clouds
489,Canico,PT,32.6333,-16.85,53.06,80,75,23.02,broken clouds
490,Ambunti,PG,-4.2365,142.8448,91.62,53,63,3.11,broken clouds
491,Sao Joao Da Barra,BR,-21.6403,-41.0511,77.31,87,1,12.35,clear sky
492,Kyabe,TD,9.4515,18.9449,80.65,32,16,5.53,few clouds
493,Sayyan,YE,15.1718,44.3244,54.57,32,54,2.68,broken clouds
494,Constitucion,CL,-35.3333,-72.4167,60.49,71,0,3.02,clear sky
495,Strezhevoy,RU,60.7333,77.5889,4.26,95,100,2.71,overcast clouds
496,Coihaique,CL,-45.5752,-72.0662,53.55,71,0,10.36,clear sky
497,Zeerust,ZA,-25.5369,26.0751,64.49,62,79,4.59,broken clouds
498,Gashua,NG,12.871,11.0482,69.28,14,61,9.8,broken clouds
499,Lira,UG,2.235,32.9097,66.36,74,94,2.95,overcast clouds
500,Agogo,GH,6.8,-1.0819,69.4,93,94,2.53,overcast clouds
501,De Aar,ZA,-30.6497,24.0123,59.22,80,100,3.06,overcast clouds
502,Biloxi,US,30.396,-88.8853,48.24,64,0,6.91,clear sky
503,Veraval,IN,20.9,70.3667,85.19,36,3,6.67,clear sky
504,Cabot,US,34.9745,-92.0165,50.05,54,0,6.91,clear sky
505,Perth,AU,-31.9333,115.8333,83.01,56,20,9.22,few clouds
506,Castanos,MX,26.7833,-101.4167,55.72,37,15,6.55,few clouds
507,Pak Thong Chai,TH,14.7226,102.0251,95.76,33,50,5.91,scattered clouds
508,Gospic,HR,44.5461,15.3747,22.69,90,4,1.66,clear sky
509,Khromtau,KZ,50.2503,58.4347,3.65,95,99,3.24,overcast clouds
510,Itarema,BR,-2.9248,-39.9167,77.27,85,98,5.66,overcast clouds
511,Hohhot,CN,40.8106,111.6522,46.69,31,2,4.47,clear sky
512,Huaiyuan,CN,32.973,117.1995,74.08,40,53,15.05,broken clouds
513,Tromso,NO,69.6496,18.957,34.38,80,0,3.44,clear sky
514,Kutum,SD,14.2,24.6667,60.53,21,10,7.02,clear sky
515,Northam,GB,51.0333,-4.2167,41.61,93,66,5.23,broken clouds
516,Ozernovskiy,RU,51.5,156.5167,29.89,92,76,5.99,broken clouds
517,Salalah,OM,17.0151,54.0924,71.69,37,0,4.61,clear sky
518,Minggang,CN,32.4586,114.0486,71.53,43,100,15.68,overcast clouds
519,Waitati,NZ,-45.75,170.5667,65.43,63,46,5.53,scattered clouds
520,Preobrazheniye,RU,42.9019,133.9064,35.2,82,86,8.9,overcast clouds
521,Pinega,RU,64.7001,43.3936,13.03,97,100,5.57,overcast clouds
522,Damghan,IR,36.1683,54.348,51.82,47,0,7.76,clear sky
523,Jinchang,CN,38.4953,102.1739,62.53,17,27,7.14,scattered clouds
524,Tirumullaivasal,IN,11.2333,79.8333,83.53,60,50,9.75,scattered clouds
525,Coquimbo,CL,-29.9533,-71.3436,60.53,100,100,5.75,overcast clouds
526,Linqiong,CN,30.4159,103.4609,75.02,48,93,4.38,overcast clouds
527,Wajima,JP,37.4,136.9,48.88,93,75,5.75,mist
528,Liwale,TZ,-9.7667,37.9333,67.8,98,100,2.91,overcast clouds
529,Olafsvik,IS,64.8945,-23.7142,38.08,79,100,29.75,overcast clouds
530,Arman,RU,59.7,150.1667,23.02,61,100,1.57,overcast clouds
531,Puerto Escondido,MX,15.85,-97.0667,77.34,76,0,5.14,clear sky
532,Sikasso,ML,10.9167,-7.0,79.0,16,80,4.5,broken clouds
533,Brae,GB,60.3964,-1.353,45.88,89,100,23.62,overcast clouds
534,Astaneh-Ye Ashrafiyeh,IR,37.2596,49.9444,46.33,92,100,3.8,overcast clouds
535,Gilgit,PK,35.9221,74.3087,52.7,52,99,2.17,overcast clouds
536,Coahuayana,MX,18.7333,-103.6833,68.56,88,0,3.27,clear sky
537,Sovetskiy,RU,61.3614,63.5842,5.52,94,100,6.55,overcast clouds
538,Aklavik,CA,68.2191,-135.0107,-5.17,90,100,6.13,overcast clouds
539,Tashara,RU,55.5195,83.5094,6.1,79,12,12.41,few clouds
540,Buena Vista,US,43.4203,-83.8986,31.06,76,0,6.91,clear sky
541,Acapulco,MX,16.8634,-99.8901,76.12,74,0,4.07,clear sky
542,Ailigandi,PA,9.2333,-78.0167,78.76,86,56,11.99,broken clouds
543,Biedenkopf,DE,50.9167,8.5333,43.21,84,100,5.73,overcast clouds
544,Aloleng,PH,16.1307,119.7824,83.86,69,13,10.63,few clouds
545,Sarti,GR,40.1,23.9833,41.18,62,53,5.55,broken clouds
546,Tura,IN,25.5198,90.2201,90.28,15,4,3.91,clear sky
547,Wakkanai,JP,45.4094,141.6739,31.98,80,75,16.11,broken clouds
548,Ugoofaaru,MV,5.6667,73.0,82.54,74,86,7.07,overcast clouds
549,Lazarev,RU,52.225,141.5131,17.29,93,90,3.11,overcast clouds
550,Imbituba,BR,-28.24,-48.6703,69.82,94,100,2.66,overcast clouds
551,Nantucket,US,41.2835,-70.0995,37.51,60,100,25.32,overcast clouds
552,Tingo Maria,PE,-9.2895,-76.0088,66.43,98,92,1.32,overcast clouds
553,Tabory,RU,58.5198,64.5495,8.67,89,94,6.17,overcast clouds
554,Umea,SE,63.8284,20.2597,13.93,92,0,1.14,clear sky
555,Chandur Bazar,IN,21.2417,77.7456,87.96,10,0,5.68,clear sky
556,Narsaq,GL,60.9167,-46.05,27.43,80,100,4.54,snow
557,Rudbar,AF,30.15,62.6,76.5,35,60,5.95,broken clouds
558,Salinopolis,BR,-0.6136,-47.3561,77.07,90,100,2.91,overcast clouds
559,Baykit,RU,61.67,96.37,1.02,88,91,1.54,overcast clouds
560,Natal,BR,-5.795,-35.2094,79.02,94,40,2.3,scattered clouds
561,Matadi,CD,-5.8167,13.45,75.81,96,100,1.59,overcast clouds
562,Yulara,AU,-25.2406,130.9889,96.64,11,47,5.75,scattered clouds
563,Los Llanos De Aridane,ES,28.6585,-17.9182,60.55,77,0,6.91,clear sky
564,Haines Junction,CA,60.7522,-137.5108,10.35,56,100,4.61,overcast clouds
565,Port Shepstone,ZA,-30.7414,30.455,70.93,83,99,14.79,moderate rain
566,Javanrud,IR,34.7961,46.5172,39.31,49,1,1.05,clear sky
567,Ust-Maya,RU,60.4167,134.5333,10.36,83,100,1.3,overcast clouds
568,Dongsheng,CN,39.8161,109.9776,51.66,16,0,17.76,clear sky
569,Adre,TD,13.4667,22.2,69.19,17,23,15.97,few clouds
570,Sombrerete,MX,23.6333,-103.65,49.37,20,4,7.9,clear sky
571,Hambantota,LK,6.1241,81.1185,82.74,78,20,4.61,few clouds
572,Hong Gai,VN,20.956,107.0946,75.11,66,18,5.01,few clouds
573,Camopi,GF,3.1655,-52.3158,72.46,99,100,1.77,overcast clouds
574,Awbari,LY,26.5921,12.7805,52.88,23,0,8.66,clear sky
575,Mbandaka,CD,0.0487,18.2603,72.27,91,100,3.24,overcast clouds
576,Olenino,RU,56.2092,33.4889,23.27,98,87,5.55,overcast clouds
577,Locri,IT,38.2414,16.2623,47.32,81,31,4.36,scattered clouds
578,Arlit,NE,18.7369,7.3853,65.23,10,0,7.34,clear sky
579,Bardiyah,LY,31.7561,25.0865,48.33,58,11,8.28,few clouds
580,Batagay,RU,67.6333,134.6333,-5.06,90,100,3.42,overcast clouds
581,Grand Gaube,MU,-20.0064,57.6608,82.38,80,100,7.0,overcast clouds
582,Bhadrachalam,IN,17.6667,80.8833,90.18,28,76,3.67,broken clouds
583,Puerto Del Rosario,ES,28.5004,-13.8627,64.15,77,75,13.8,broken clouds
584,Ust-Tsilma,RU,65.441,52.1498,1.83,100,90,2.3,overcast clouds
585,Viedma,AR,-40.8135,-62.9967,69.84,39,75,9.44,broken clouds
586,Groningen,NL,53.25,6.75,51.22,71,100,4.61,overcast clouds
587,Padang,ID,-0.9492,100.3543,84.25,83,97,3.67,overcast clouds
588,Matagami,CA,49.7502,-77.6328,12.31,92,100,0.0,overcast clouds
589,Bulungu,CD,-4.55,18.6,68.74,96,100,2.15,overcast clouds
590,Sompeta,IN,18.9333,84.6,87.37,33,22,4.14,few clouds
591,Kalevala,RU,65.2,31.1667,27.14,98,89,3.0,overcast clouds
592,Iquitos,PE,-3.7481,-73.2472,71.64,100,100,6.91,overcast clouds
593,Saint-Denis,FR,48.9167,2.3333,45.1,89,0,5.75,clear sky
594,Pisco,PE,-13.7,-76.2167,69.85,78,0,4.61,clear sky
595,Broome,US,42.2506,-75.833,28.45,74,100,8.05,overcast clouds
596,Korsakovo,RU,53.2677,37.3569,26.2,96,99,11.88,light snow
597,Maunabo,PR,18.0072,-65.8993,76.69,79,9,13.98,clear sky
598,Whitianga,NZ,-36.8333,175.7,72.63,57,38,4.68,scattered clouds
599,Ondjiva,AO,-17.0667,15.7333,64.49,90,80,6.64,broken clouds
600,Otane,NZ,-39.8833,176.6333,63.01,71,100,7.0,light rain
601,Barabai,ID,-2.5833,115.3833,93.2,50,71,1.21,broken clouds
602,Batabano,CU,22.7164,-82.2881,69.73,71,96,17.34,overcast clouds
603,Pangody,RU,65.85,74.4859,-0.89,99,95,6.87,overcast clouds
604,Ruteng,ID,-8.6136,120.4721,72.84,78,74,0.6,broken clouds
605,Bonavista,CA,48.6499,-53.1147,23.49,68,100,30.78,light snow
606,Kirakira,SB,-10.4544,161.9205,85.14,70,28,5.41,scattered clouds
607,Passo De Camaragibe,BR,-9.2368,-35.4901,76.55,89,69,1.07,broken clouds
608,Paamiut,GL,61.994,-49.6678,28.27,89,100,8.68,light snow
609,Adrar,MR,20.5022,-10.0711,63.97,26,0,10.29,clear sky
610,Xinqing,CN,48.2333,129.5,28.45,62,100,5.57,overcast clouds
611,Jucurutu,BR,-6.0339,-37.0203,77.2,87,97,4.32,overcast clouds
612,Gubkinskiy,RU,64.434,76.5026,0.0,90,91,9.24,overcast clouds
613,Dukat,RU,62.55,155.55,6.04,88,79,2.89,broken clouds
614,Palestine,PS,31.9216,35.2033,39.63,83,34,10.96,scattered clouds
615,Panama City,PA,8.9936,-79.5197,78.75,81,20,9.22,few clouds
616,Olivenza,ES,38.6832,-7.103,47.32,74,100,4.59,overcast clouds
617,Tres Arroyos,AR,-38.3739,-60.2798,58.53,69,1,7.94,clear sky
618,Kununurra,AU,-15.7667,128.7333,91.38,55,12,3.44,few clouds
619,Chaumont,FR,48.1167,5.1333,40.37,95,83,7.63,broken clouds
620,Santa Cruz De La Palma,ES,28.6835,-17.7642,64.54,63,0,6.91,clear sky
621,Laguna,US,38.421,-121.4238,59.45,54,0,8.05,clear sky
622,Port-Gentil,GA,-0.7193,8.7815,81.1,77,99,4.27,light rain
623,Saint-Francois,FR,46.4154,3.9054,33.67,93,0,3.44,clear sky
624,Aqtobe,KZ,50.2797,57.2072,6.89,78,75,2.24,broken clouds
625,Huarmey,PE,-10.0681,-78.1522,73.08,79,99,5.61,overcast clouds
626,Xai-Xai,MZ,-25.0519,33.6442,72.54,87,0,8.72,clear sky
627,Havelock,US,34.8791,-76.9013,46.96,70,0,5.75,clear sky
628,Sambava,MG,-14.2667,50.1667,75.96,82,94,7.14,overcast clouds
629,Dingzhou,CN,38.5131,114.9956,59.11,13,0,5.26,clear sky
630,Lubao,PH,14.9167,120.55,91.47,51,39,7.05,scattered clouds
631,Dokri,PK,27.3743,68.0967,91.78,16,0,5.46,clear sky
632,Myitkyina,MM,25.3833,97.4,92.19,19,84,2.84,broken clouds
633,Buzdyak,RU,54.5833,54.55,6.17,94,95,5.12,overcast clouds
634,Sangar,RU,63.9242,127.4739,-0.54,90,100,5.14,overcast clouds
635,Pasni,PK,25.2631,63.471,78.03,55,5,7.72,clear sky
636,Chokwe,MZ,-24.5333,32.9833,70.72,85,0,4.68,clear sky
637,Tanout,NE,14.9709,8.8879,64.76,11,35,13.62,scattered clouds
638,Mandalgovi,MN,45.7625,106.2708,42.98,25,76,17.36,broken clouds
639,Isla Vista,US,34.4133,-119.861,63.91,61,0,1.99,clear sky
640,Roald,NO,62.5833,6.1333,46.54,36,100,6.91,overcast clouds
641,Pio Ix,BR,-6.8375,-40.5792,70.97,86,56,4.99,broken clouds
642,Capaci,IT,38.1711,13.2393,53.2,82,40,2.3,scattered clouds
643,Wohlen,CH,47.3524,8.2788,46.54,83,100,11.01,overcast clouds
644,Tazovskiy,RU,67.4667,78.7,-7.44,100,100,6.24,overcast clouds
645,Saint Anthony,US,45.0205,-93.218,37.29,66,100,3.44,overcast clouds
646,Gamba,GA,-2.65,10.0,75.87,92,90,4.47,light rain
647,Pitimbu,BR,-7.4706,-34.8086,77.59,79,78,7.74,broken clouds
648,Camacupa,AO,-12.0167,17.4833,62.08,94,100,1.23,overcast clouds
649,Flin Flon,CA,54.7682,-101.865,0.05,88,70,7.54,broken clouds
650,Charters Towers,AU,-20.1,146.2667,89.83,37,89,12.95,overcast clouds
651,Paka,MY,4.6374,103.4368,84.13,79,40,6.91,scattered clouds
652,Karratha,AU,-20.7377,116.8463,96.71,40,0,10.04,clear sky
653,Fairfield,US,41.2668,-73.3162,30.2,70,20,10.36,few clouds
654,Sabha,LY,27.0377,14.4283,53.28,27,0,10.94,clear sky
655,Anuradhapura,LK,8.3565,80.4173,83.55,58,100,8.21,overcast clouds
656,Lewistown,US,40.5992,-77.5714,32.34,100,75,0.0,broken clouds
657,Kensington,AU,-33.9167,151.2167,75.0,86,75,3.44,light intensity shower rain
658,Kushiro,JP,42.975,144.3747,34.75,80,75,10.36,broken clouds
659,Noumea,NC,-22.2763,166.4572,84.0,99,100,6.85,light rain
660,Dutlwe,BW,-23.9833,23.9,70.07,54,93,2.71,overcast clouds
661,Naberera,TZ,-4.2,36.9333,61.2,93,39,1.99,scattered clouds
662,General Roca,AR,-39.0333,-67.5833,67.62,29,17,10.11,few clouds
663,Banda Aceh,ID,5.5577,95.3222,84.09,72,90,8.93,overcast clouds
664,Emerald,AU,-23.5333,148.1667,88.34,30,75,8.05,broken clouds
665,Neuquen,AR,-38.9516,-68.0591,62.49,82,0,2.3,clear sky
666,Poum,NC,-20.2333,164.0167,81.75,77,65,8.39,broken clouds
667,Rostock,DE,54.0887,12.1405,38.95,47,0,10.98,clear sky
668,Ukiah,US,39.1502,-123.2078,55.29,60,0,0.0,clear sky
669,Victor Harbor,AU,-35.5667,138.6167,78.35,46,64,10.83,broken clouds
670,Boke,GN,10.9409,-14.2967,68.7,96,65,1.79,broken clouds
671,Tessalit,ML,20.1986,1.0114,69.82,11,0,10.6,clear sky
672,Loja,EC,-3.9931,-79.2042,56.25,95,93,0.92,light rain
673,Ewa Beach,US,21.3156,-158.0072,82.35,57,100,17.27,overcast clouds
674,Quarai,BR,-30.3875,-56.4514,60.58,81,65,4.92,broken clouds
675,Owo,NG,7.1962,5.5868,73.71,94,100,2.26,overcast clouds
676,Kovdor,RU,67.5662,30.4758,30.11,92,97,2.04,overcast clouds
677,Sumbe,AO,-11.2061,13.8437,77.58,87,100,2.71,overcast clouds
678,Shimoda,JP,34.6667,138.95,74.1,70,7,17.78,clear sky
679,Omboue,GA,-1.5746,9.2618,78.1,85,93,2.21,light rain
680,Maubeuge,FR,50.2788,3.9727,46.85,36,100,3.0,overcast clouds
681,Kirkuk,IQ,35.4681,44.3922,47.14,54,100,0.98,overcast clouds
682,Teya,RU,60.3778,92.6267,3.65,83,55,1.23,broken clouds
683,Opuwo,NA,-18.0607,13.84,62.67,88,100,5.19,overcast clouds
684,Khaniotis,GR,39.9991,23.58,41.05,65,54,5.66,broken clouds
685,Zhifang,CN,30.35,114.3167,75.18,59,44,12.55,scattered clouds
686,Karpathos,GR,35.507,27.2132,48.16,49,25,12.66,scattered clouds
687,Saint-Georges,GD,12.0564,-61.7485,78.48,73,40,8.05,scattered clouds
688,Methoni,GR,36.8197,21.7049,46.22,71,95,10.31,overcast clouds
689,Zeya,RU,53.75,127.2667,22.89,64,73,3.42,broken clouds
690,Teknaf,BD,20.8624,92.3058,87.62,29,67,4.18,broken clouds
691,Mount Gambier,AU,-37.8333,140.7667,80.51,50,100,8.05,overcast clouds
692,Yantongshan,CN,43.2919,126.0094,34.02,98,100,6.06,snow
693,Nchelenge,ZM,-9.3451,28.734,68.02,91,99,2.73,light rain
694,Hemsedal,NO,60.8629,8.5534,17.17,78,100,3.44,overcast clouds
695,Nanortalik,GL,60.1432,-45.2371,29.28,88,100,16.55,snow
696,Tombouctou,ML,20.0,-3.0,70.41,8,0,8.5,clear sky
697,Mingguang,CN,32.7802,117.9638,74.07,49,65,14.94,broken clouds
698,Sorland,NO,67.667,12.6934,40.23,77,100,13.67,overcast clouds
699,Farafangana,MG,-22.8167,47.8333,76.53,84,75,4.09,light rain
700,Parkersburg,US,39.2667,-81.5615,38.17,64,0,4.61,clear sky
701,Ketchikan,US,55.3422,-131.6461,40.98,87,100,10.36,light rain
702,Santa Maria,BR,-29.6842,-53.8069,63.7,100,100,5.75,light intensity drizzle
703,Jacareacanga,BR,-6.2222,-57.7528,72.9,99,100,1.23,overcast clouds
704,Biltine,TD,14.5333,20.9167,73.27,15,16,13.47,few clouds
705,Dingle,PH,10.9995,122.6711,88.43,60,78,8.99,broken clouds
706,Berezovyy,RU,51.6667,135.7,27.12,82,86,2.68,overcast clouds
707,Auki,SB,-8.7676,160.7034,85.73,66,80,3.96,broken clouds
