City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
384,Hirado,33.3597,129.5531,61.39,95,100,11.3,JP,2022-03-13 22:35:15
385,Lae,-6.7221,146.9847,81.27,67,35,3.78,PG,2022-03-13 22:35:16
386,Turiacu,-1.6633,-45.3717,75.13,95,90,4.14,BR,2022-03-13 22:35:16
387,Chemal,51.4111,86.005,23.68,96,100,4.23,RU,2022-03-13 22:35:16
388,Palmer,42.1584,-72.3287,33.42,37,20,12.66,US,2022-03-13 22:35:17
389,Thinadhoo,0.5333,72.9333,82.89,68,98,3.76,MV,2022-03-13 22:35:17
390,Gautier,30.3858,-88.6117,57.96,38,0,5.75,US,2022-03-13 22:35:17
391,Zhuanghe,39.7008,122.9911,41.86,96,100,4.09,CN,2022-03-13 22:35:18
392,Kahului,20.8947,-156.47,86.02,45,20,21.85,US,2022-03-13 22:33:01
393,Namie,37.4833,141.0,51.71,76,100,5.7,JP,2022-03-13 22:35:18
394,Faanui,-16.4833,-151.75,81.37,72,90,8.9,PF,2022-03-13 22:35:19
395,Fort Nelson,58.8053,-122.7002,-0.81,65,75,2.3,CA,2022-03-13 22:34:49
396,Henties Bay,-22.116,14.2845,63.88,87,88,9.55,NA,2022-03-13 22:35:19
397,Helong,42.5397,128.9972,33.96,90,92,2.04,CN,2022-03-13 22:35:20
398,Port Moresby,-9.4431,147.1797,81.82,89,20,5.75,PG,2022-03-13 22:35:19
399,Barra Patuca,15.8,-84.2833,79.63,77,23,9.28,HN,2022-03-13 22:35:20
400,Port Hedland,-20.3167,118.5667,80.65,89,0,8.05,AU,2022-03-13 22:35:21
401,Nivala,63.9167,24.9667,27.68,89,90,4.68,FI,2022-03-13 22:35:21
402,Carlagan,14.975,122.0456,78.6,85,99,5.37,PH,2022-03-13 22:35:21
403,Najran,17.4924,44.1277,65.05,18,43,2.26,SA,2022-03-13 22:35:22
404,Tigzirt,36.8886,4.1198,58.3,77,100,7.83,DZ,2022-03-13 22:35:22
405,Padang,-0.9492,100.3543,77.77,87,100,4.0,ID,2022-03-13 22:35:22
406,Les Cayes,18.2,-73.75,77.88,80,64,7.07,HT,2022-03-13 22:35:23
407,North Bend,43.4065,-124.2243,53.51,87,100,12.66,US,2022-03-13 22:35:23
408,Ketchikan,55.3422,-131.6461,45.07,61,75,6.91,US,2022-03-13 22:35:23
409,Daugai,54.3667,24.3333,29.46,83,47,3.98,LT,2022-03-13 22:35:24
410,Tam Ky,15.5667,108.4833,67.8,93,89,4.25,VN,2022-03-13 22:32:54
411,Trelew,-43.249,-65.3051,64.62,42,52,14.81,AR,2022-03-13 22:35:24
412,Inverell,-29.7833,151.1167,71.67,57,30,4.79,AU,2022-03-13 22:35:25
413,Lebanon,36.2081,-86.2911,57.25,30,0,13.8,US,2022-03-13 22:34:33
414,Huarmey,-10.0681,-78.1522,74.75,76,96,7.81,PE,2022-03-13 22:35:25
415,Kiruna,67.8557,20.2251,18.52,86,54,8.05,SE,2022-03-13 22:35:25
416,Zeya,53.75,127.2667,6.33,91,24,2.48,RU,2022-03-13 22:35:26
417,Kichera,55.9375,110.0997,-9.65,87,49,6.49,RU,2022-03-13 22:35:26
418,Yasnyy,51.0333,59.8742,-10.43,100,86,1.23,RU,2022-03-13 22:35:26
419,Chumikan,54.7183,135.315,12.22,93,100,4.68,RU,2022-03-13 22:35:27
420,Matiguas,12.8373,-85.4622,85.8,45,62,14.85,NI,2022-03-13 22:35:27
421,Antofagasta,-23.65,-70.4,67.28,82,31,6.13,CL,2022-03-13 22:31:47
422,Las Juntas,19.4167,-104.7,72.93,40,1,7.47,MX,2022-03-13 22:35:28
423,Kalanaur,28.8333,76.4,67.95,40,0,1.39,IN,2022-03-13 22:35:28
424,Guerrero Negro,27.9769,-114.0611,66.78,52,0,16.75,MX,2022-03-13 22:35:28
425,General Pico,-35.6566,-63.7568,71.22,49,36,5.57,AR,2022-03-13 22:35:29
426,Homer,59.6425,-151.5483,35.47,70,100,21.0,US,2022-03-13 22:35:16
427,Ondjiva,-17.0667,15.7333,66.27,92,100,8.41,AO,2022-03-13 22:35:29
428,Panjakent,39.4952,67.6093,50.67,81,100,1.39,TJ,2022-03-13 22:35:30
429,Ayan,56.45,138.1667,11.77,79,59,3.51,RU,2022-03-13 22:35:30
430,Fukue,32.6881,128.8419,61.05,96,99,3.94,JP,2022-03-13 22:35:30
431,Windhoek,-22.5594,17.0832,65.1,94,100,0.0,NA,2022-03-13 22:35:31
432,Poplar Bluff,36.757,-90.3929,58.78,41,0,11.99,US,2022-03-13 22:35:31
433,Mahibadhoo,3.7833,72.9667,82.45,72,84,4.18,MV,2022-03-13 22:35:31
434,Pringsewu,-5.3582,104.9744,72.97,99,100,0.92,ID,2022-03-13 22:35:32
435,Visby,57.6409,18.296,28.62,54,5,4.61,SE,2022-03-13 22:35:32
436,Roseburg,43.2165,-123.3417,51.91,68,100,5.75,US,2022-03-13 22:35:32
437,Mollendo,-17.0231,-72.0147,71.85,81,87,5.19,PE,2022-03-13 22:35:33
438,Hurghada,27.2574,33.8129,57.24,47,0,16.11,EG,2022-03-13 22:35:33
439,Leh,34.1667,77.5833,9.97,55,2,3.24,IN,2022-03-13 22:35:34
440,Prince Rupert,54.3161,-130.3201,44.69,65,100,20.71,CA,2022-03-13 22:31:47
441,Santa Cruz,-17.8,-63.1667,80.65,54,75,9.22,BO,2022-03-13 22:35:34
442,Labuhan,-6.8844,112.2051,77.97,89,100,5.57,ID,2022-03-13 22:35:34
443,Ust-Ishim,57.6935,71.1665,-4.34,99,87,4.43,RU,2022-03-13 22:35:35
444,Flinders,-34.5833,150.8552,71.06,91,15,4.0,AU,2022-03-13 22:35:35
445,Tautira,-17.7333,-149.15,81.0,75,92,9.46,PF,2022-03-13 22:35:35
446,San Patricio,28.017,-97.5169,68.09,63,65,14.16,US,2022-03-13 22:35:36
447,Newtonmore,57.066,-4.1192,41.92,87,72,14.23,GB,2022-03-13 22:35:36
448,Muroto,33.2833,134.15,61.56,90,23,6.06,JP,2022-03-13 22:35:36
449,Mlonggo,-6.5333,110.7,77.7,86,87,2.53,ID,2022-03-13 22:35:37
450,Bara,10.3744,10.7288,77.68,20,72,8.97,NG,2022-03-13 22:35:37
451,High Level,58.5169,-117.136,1.51,55,40,5.75,CA,2022-03-13 22:35:38
452,Masakin,35.7292,10.5808,59.2,88,20,11.5,TN,2022-03-13 22:35:38
453,Tsybli,49.9948,31.5628,29.64,75,56,1.41,UA,2022-03-13 22:35:38
454,Victoria,22.2855,114.1577,73.18,89,62,6.02,HK,2022-03-13 22:35:39
455,Trofors,65.5333,13.4063,23.43,70,99,4.52,NO,2022-03-13 22:35:39
456,Luanda,-8.8368,13.2343,79.63,76,100,6.71,AO,2022-03-13 22:33:18
457,Strangnas,59.3774,17.0312,32.95,68,52,4.81,SE,2022-03-13 22:35:39
458,Pasighat,28.0667,95.3333,68.77,42,9,3.56,IN,2022-03-13 22:35:40
459,Gushikawa,26.3544,127.8686,67.23,94,0,0.0,JP,2022-03-13 22:35:40
460,Kipini,-2.5257,40.5262,79.09,83,100,9.1,KE,2022-03-13 22:35:41
461,Bergen,60.392,5.328,50.41,25,0,12.66,NO,2022-03-13 22:34:41
462,Sumter,28.7086,-82.0831,64.35,58,0,9.84,US,2022-03-13 22:35:41
463,Tutin,42.9903,20.3314,16.56,92,71,3.94,RS,2022-03-13 22:35:41
464,Rio Grande,-32.035,-52.0986,66.94,69,94,6.26,BR,2022-03-13 22:35:42
465,Havre,49.5833,0.3333,46.17,87,0,11.5,FR,2022-03-13 22:35:42
466,Dzaoudzi,-12.7887,45.2699,78.69,89,0,4.61,YT,2022-03-13 22:35:42
467,Talcahuano,-36.7167,-73.1167,73.08,53,0,9.22,CL,2022-03-13 22:35:43
468,Rincon,32.296,-81.2354,51.76,36,0,10.36,US,2022-03-13 22:35:43
469,Champoton,19.35,-90.7167,76.48,64,75,8.23,MX,2022-03-13 22:32:30
470,Nevers,46.9167,3.3333,37.4,98,95,4.32,FR,2022-03-13 22:34:45
471,Virginia Beach,36.8529,-75.978,46.02,42,0,5.01,US,2022-03-13 22:34:25
472,Saint-Joseph,-21.3667,55.6167,75.58,86,80,11.65,RE,2022-03-13 22:35:44
473,Campos Novos,-27.4017,-51.225,61.52,100,100,1.72,BR,2022-03-13 22:35:44
474,Juegang,32.3174,121.1855,56.91,98,74,0.36,CN,2022-03-13 22:35:44
475,Boffa,10.1667,-14.0333,75.51,88,75,2.84,GN,2022-03-13 22:35:45
476,Acapulco,16.8634,-99.8901,80.42,69,0,11.5,MX,2022-03-13 22:32:41
477,Tibiri,13.5627,7.0485,75.06,13,98,11.01,NE,2022-03-13 22:35:45
478,Kathu,7.9178,98.3332,85.75,70,93,5.5,TH,2022-03-13 22:35:46
479,Halifax,44.6453,-63.5724,28.69,51,31,14.0,CA,2022-03-13 22:31:55
480,Chunoyar,57.4467,97.3217,-16.26,100,35,4.21,RU,2022-03-13 22:35:46
481,Carauari,-4.8828,-66.8958,71.53,99,100,0.47,BR,2022-03-13 22:35:47
482,Muttupet,10.4,79.4833,74.77,83,95,7.52,IN,2022-03-13 22:35:47
483,Pevek,69.7008,170.3133,-12.37,99,92,5.17,RU,2022-03-13 22:35:47
484,Kendari,-3.945,122.4989,76.12,91,59,2.64,ID,2022-03-13 22:35:48
485,Inhambane,-23.865,35.3833,77.22,85,0,8.7,MZ,2022-03-13 22:35:48
486,Cabo San Lucas,22.8909,-109.9124,80.62,51,0,9.22,MX,2022-03-13 22:31:58
487,Keffi,8.8486,7.8736,82.54,41,22,2.3,NG,2022-03-13 22:35:48
488,Camiri,-20.05,-63.5167,69.58,73,100,0.0,BO,2022-03-13 22:35:49
489,Maple Creek,49.9168,-109.4848,41.05,56,100,11.5,CA,2022-03-13 22:35:49
490,Torbay,47.6666,-52.7314,27.57,74,75,41.43,CA,2022-03-13 22:35:32
491,Bandar-E Lengeh,26.5579,54.8807,77.7,51,0,5.3,IR,2022-03-13 22:35:50
492,Gemena,3.25,19.7667,72.19,84,98,1.81,CD,2022-03-13 22:35:50
493,Beringovskiy,63.05,179.3167,5.76,81,11,5.61,RU,2022-03-13 22:35:50
494,Maniitsoq,65.4167,-52.9,1.15,87,100,15.75,GL,2022-03-13 22:35:51
495,Gigmoto,13.7796,124.39,79.05,87,96,4.32,PH,2022-03-13 22:35:51
496,Mitu,1.1983,-70.1733,72.59,99,100,1.5,CO,2022-03-13 22:35:51
497,Igarka,67.4667,86.5833,-23.08,100,94,5.97,RU,2022-03-13 22:35:52
498,Nadym,65.5333,72.5167,-4.41,100,97,6.93,RU,2022-03-13 22:35:52
499,Amberieu-En-Bugey,45.9589,5.3432,44.58,96,100,6.58,FR,2022-03-13 22:35:52
500,Cumberland,35.0502,-78.8664,50.5,27,0,14.97,US,2022-03-13 22:35:53
501,Fez,34.0372,-4.9998,57.45,76,75,0.0,MA,2022-03-13 22:35:53
502,Kulhudhuffushi,6.6221,73.07,81.68,73,97,4.61,MV,2022-03-13 22:35:54
503,Reconquista,-29.15,-59.65,66.9,62,1,4.12,AR,2022-03-13 22:35:54
504,Severomuysk,56.1481,113.4267,-22.23,98,97,3.4,RU,2022-03-13 22:35:54
505,Preobrazheniye,42.9019,133.9064,33.69,83,22,3.53,RU,2022-03-13 22:35:55
506,Alamos,27.0167,-108.9333,81.72,10,100,8.46,MX,2022-03-13 22:35:55
507,Wahiawa,21.5028,-158.0236,80.92,56,40,9.22,US,2022-03-13 22:35:55
508,Emmett,43.8735,-116.4993,54.77,37,100,1.99,US,2022-03-13 22:30:59
509,Mbanza-Ngungu,-5.25,14.8667,67.71,98,100,1.16,CD,2022-03-13 22:35:56
510,Tiarei,-17.5333,-149.3333,86.02,73,91,8.52,PF,2022-03-13 22:35:56
511,Cap-Aux-Meules,47.3821,-61.8597,21.25,58,40,40.29,CA,2022-03-13 22:31:34
512,Port Blair,11.6667,92.75,79.5,73,71,5.37,IN,2022-03-13 22:35:57
513,Huilong,31.8111,121.655,56.93,98,98,4.85,CN,2022-03-13 22:35:57
514,Koslan,63.4564,48.8989,13.21,96,97,6.73,RU,2022-03-13 22:35:58
515,Taihe,30.8712,105.3845,71.08,37,74,13.58,CN,2022-03-13 22:35:58
516,Nemuro,43.3236,145.575,30.61,93,100,10.8,JP,2022-03-13 22:35:58
517,Lorengau,-2.0226,147.2712,84.51,72,25,8.12,PG,2022-03-13 22:35:59
518,Gornyy,55.1153,83.9059,-2.81,92,11,12.08,RU,2022-03-13 22:35:59
519,Joao Pinheiro,-17.7425,-46.1725,70.92,79,91,4.32,BR,2022-03-13 22:35:59
520,Zhaotong,27.3167,103.7167,54.5,89,81,3.87,CN,2022-03-13 22:36:00
521,Surt,31.2089,16.5887,56.82,69,12,14.14,LY,2022-03-13 22:36:00
522,Siuna,13.7332,-84.7773,85.98,46,72,6.98,NI,2022-03-13 22:36:00
523,Aklavik,68.2191,-135.0107,1.53,78,20,11.99,CA,2022-03-13 22:36:01
524,Cameron Park,38.6688,-120.9872,65.01,43,95,5.01,US,2022-03-13 22:36:01
525,Taltal,-25.4,-70.4833,67.33,79,23,5.88,CL,2022-03-13 22:36:02
526,Novovarshavka,54.1721,74.6946,-0.92,95,56,8.84,RU,2022-03-13 22:36:02
527,Ryotsu,38.0833,138.4333,48.47,94,100,9.4,JP,2022-03-13 22:36:02
528,Xichang,27.8964,102.2634,54.21,65,69,0.92,CN,2022-03-13 22:36:03
529,Santiago,-33.4569,-70.6483,87.24,28,0,16.11,CL,2022-03-13 22:33:54
530,Fredericton,45.9454,-66.6656,24.37,53,20,9.22,CA,2022-03-13 22:33:18
531,Paita,-5.0892,-81.1144,78.76,74,37,12.77,PE,2022-03-13 22:36:03
532,Galle,6.0367,80.217,78.82,80,98,0.51,LK,2022-03-13 22:36:04
533,Aguadilla,18.4275,-67.1541,80.58,73,0,19.57,PR,2022-03-13 22:36:04
534,Straumen,63.8709,11.2999,44.6,82,100,2.86,NO,2022-03-13 22:36:04
535,Utica,43.1009,-75.2327,29.34,65,100,4.0,US,2022-03-13 22:36:05
536,Madera,37.1666,-119.8343,70.0,36,87,11.72,US,2022-03-13 22:36:05
537,Soroti,1.7146,33.6111,72.59,55,88,6.06,UG,2022-03-13 22:36:06
538,Gubkinskiy,64.434,76.5026,0.34,91,93,8.16,RU,2022-03-13 22:36:06
539,Morehead,37.2711,-87.1764,56.95,30,0,12.66,US,2022-03-13 22:36:06
540,San Carlos De Bariloche,-41.1456,-71.3082,71.35,23,0,17.27,AR,2022-03-13 22:32:58
541,Bar Harbor,44.3876,-68.2039,30.27,41,0,14.97,US,2022-03-13 22:36:07
542,Olkhovatka,50.2831,39.2872,3.7,99,54,4.59,RU,2022-03-13 22:36:07
543,East Retford,53.3221,-0.9432,48.31,83,0,6.91,GB,2022-03-13 22:36:07
544,Majene,-3.5403,118.9707,77.88,79,71,2.95,ID,2022-03-13 22:36:08
545,Namatanai,-3.6667,152.4333,83.88,64,71,9.19,PG,2022-03-13 22:36:08
546,Vagur,61.4732,-6.8119,45.16,90,96,17.85,FO,2022-03-13 22:36:09
547,Zhezkazgan,47.8043,67.7144,18.7,95,49,6.42,KZ,2022-03-13 22:36:09
548,Srednekolymsk,67.45,153.6833,-9.78,95,100,5.08,RU,2022-03-13 22:36:09
549,Santa Maria Del Oro,25.9333,-105.3667,78.48,5,39,14.83,MX,2022-03-13 22:36:10
550,Hjelset,62.7833,7.4833,47.98,56,0,8.05,NO,2022-03-13 22:36:10
551,Tanete,-3.9443,119.7848,76.35,92,67,1.25,ID,2022-03-13 22:36:11
552,Tabuk,17.4189,121.4443,73.09,90,27,2.59,PH,2022-03-13 22:36:11
553,Villarrica,-25.75,-56.4333,72.45,53,4,5.17,PY,2022-03-13 22:36:11
554,Banda Aceh,5.5577,95.3222,78.26,85,54,5.17,ID,2022-03-13 22:36:12
555,Kafanchan,9.5833,8.3,74.84,19,43,5.03,NG,2022-03-13 22:36:12
556,Dakoro,14.5106,6.765,73.62,12,46,12.24,NE,2022-03-13 22:36:12
557,Ambunti,-4.2365,142.8448,79.84,88,96,0.94,PG,2022-03-13 22:36:13
558,Amarwara,22.3,79.1667,69.8,16,0,3.0,IN,2022-03-13 22:36:13
559,Bradford,53.7939,-1.7521,48.06,69,0,8.05,GB,2022-03-13 22:36:14
560,Mortka,59.3322,66.0214,1.65,97,100,5.17,RU,2022-03-13 22:36:14
561,Nipawin,53.3668,-104.0009,17.64,67,0,9.22,CA,2022-03-13 22:36:14
562,Tarakan,3.3,117.6333,76.5,94,40,2.3,ID,2022-03-13 22:36:15
563,Vizinga,61.0749,50.1031,17.85,98,100,2.86,RU,2022-03-13 22:36:15
564,Haapiti,-17.5667,-149.8667,85.73,73,93,8.37,PF,2022-03-13 22:36:15
565,Santa Isabel Do Rio Negro,-0.4139,-65.0192,73.13,99,100,4.21,BR,2022-03-13 22:36:16
566,Tuatapere,-46.1333,167.6833,63.48,67,47,3.76,NZ,2022-03-13 22:36:16
567,Strezhevoy,60.7333,77.5889,-7.74,100,100,2.53,RU,2022-03-13 22:36:16
568,Talnakh,69.4865,88.3972,-7.8,93,100,7.63,RU,2022-03-13 22:36:17
569,Gazanjyk,39.2446,55.5154,46.85,51,100,8.14,TM,2022-03-13 22:36:17
570,Sirnak,37.5228,42.4594,29.93,95,98,5.88,TR,2022-03-13 22:31:18
571,Pisco,-13.7,-76.2167,75.25,73,20,9.22,PE,2022-03-13 22:36:17
572,Joura,26.3411,77.8115,73.15,28,0,3.29,IN,2022-03-13 22:36:18
573,Saint-Louis,16.3333,-15.0,83.84,8,1,12.39,SN,2022-03-13 22:36:18
574,Richards Bay,-28.783,32.0377,76.14,82,0,13.13,ZA,2022-03-13 22:36:19
575,Kashi,39.4547,75.9797,56.41,26,40,6.71,CN,2022-03-13 22:36:19
576,Rawson,-43.3002,-65.1023,63.59,51,47,13.82,AR,2022-03-13 22:36:19
577,Sabang,5.8933,95.3214,81.68,77,65,4.43,ID,2022-03-13 22:36:20
